Member_number,Date,itemDescription,Invoice_id
3051,29-11-2015,rolls/buns,3051_29-11-2015
3688,23-10-2015,yogurt,3688_23-10-2015
4676,15-01-2015,hygiene articles,4676_15-01-2015
2142,25-06-2015,root vegetables,2142_25-06-2015
4939,29-06-2015,canned beer,4939_29-06-2015
1806,06-07-2015,butter,1806_06-07-2015
1595,05-10-2015,white bread,1595_05-10-2015
2086,09-03-2015,misc. beverages,2086_09-03-2015
4251,03-10-2015,yogurt,4251_03-10-2015
2689,30-04-2015,root vegetables,2689_30-04-2015
2560,26-11-2015,root vegetables,2560_26-11-2015
2393,17-04-2015,root vegetables,2393_17-04-2015
1669,19-08-2015,other vegetables,1669_19-08-2015
3500,21-04-2015,bottled water,3500_21-04-2015
1213,03-03-2015,margarine,1213_03-03-2015
4598,18-11-2015,dish cleaner,4598_18-11-2015
1404,03-05-2015,waffles,1404_03-05-2015
1758,26-02-2015,pasta,1758_26-02-2015
1265,07-03-2015,specialty chocolate,1265_07-03-2015
1006,14-06-2015,bottled beer,1006_14-06-2015
2779,17-10-2015,shopping bags,2779_17-10-2015
4457,03-09-2015,margarine,4457_03-09-2015
2532,06-07-2015,yogurt,2532_06-07-2015
2811,23-02-2015,whole milk,2811_23-02-2015
4004,10-05-2015,pasta,4004_10-05-2015
1737,09-05-2015,yogurt,1737_09-05-2015
3266,25-10-2015,chewing gum,3266_25-10-2015
4981,10-01-2015,margarine,4981_10-01-2015
1934,06-08-2015,other vegetables,1934_06-08-2015
2512,19-01-2015,root vegetables,2512_19-01-2015
3400,04-03-2015,brown bread,3400_04-03-2015
4301,01-05-2015,soft cheese,4301_01-05-2015
2997,30-12-2015,domestic eggs,2997_30-12-2015
1098,05-08-2015,whole milk,1098_05-08-2015
2208,30-07-2015,cake bar,2208_30-07-2015
3672,28-05-2015,zwieback,3672_28-05-2015
3651,24-01-2015,grapes,3651_24-01-2015
3957,15-05-2015,curd,3957_15-05-2015
2986,11-01-2015,butter,2986_11-01-2015
4433,25-05-2015,curd,4433_25-05-2015
3822,27-05-2015,specialty bar,3822_27-05-2015
4588,30-04-2015,hard cheese,4588_30-04-2015
2622,17-07-2015,grapes,2622_17-07-2015
2117,02-05-2015,specialty cheese,2117_02-05-2015
1780,12-07-2015,other vegetables,1780_12-07-2015
3819,12-04-2015,sliced cheese,3819_12-04-2015
1884,11-12-2015,long life bakery product,1884_11-12-2015
2595,23-01-2015,curd,2595_23-01-2015
3046,31-03-2015,pastry,3046_31-03-2015
3228,26-01-2015,other vegetables,3228_26-01-2015
2251,23-06-2015,condensed milk,2251_23-06-2015
2368,11-11-2015,bottled water,2368_11-11-2015
2573,03-01-2015,yogurt,2573_03-01-2015
4701,30-04-2015,whole milk,4701_30-04-2015
4384,25-05-2015,specialty chocolate,4384_25-05-2015
1998,18-05-2015,pip fruit,1998_18-05-2015
4583,23-02-2015,dessert,4583_23-02-2015
2043,21-04-2015,UHT-milk,2043_21-04-2015
2201,22-05-2015,chocolate,2201_22-05-2015
3522,23-09-2015,coffee,3522_23-09-2015
3922,28-08-2015,margarine,3922_28-08-2015
2636,11-09-2015,onions,2636_11-09-2015
1092,27-07-2015,domestic eggs,1092_27-07-2015
2711,13-09-2015,cream cheese ,2711_13-09-2015
3899,22-04-2015,white bread,3899_22-04-2015
4372,30-07-2015,pip fruit,4372_30-07-2015
4576,05-08-2015,cream cheese ,4576_05-08-2015
4953,10-10-2015,frozen meals,4953_10-10-2015
4692,27-10-2015,rolls/buns,4692_27-10-2015
1170,12-11-2015,bottled water,1170_12-11-2015
2625,08-04-2015,frozen meals,2625_08-04-2015
2394,30-08-2015,yogurt,2394_30-08-2015
4277,18-02-2015,shopping bags,4277_18-02-2015
3170,17-01-2015,grapes,3170_17-01-2015
2229,25-10-2015,soda,2229_25-10-2015
2944,01-02-2015,cream cheese ,2944_01-02-2015
2582,06-03-2015,fruit/vegetable juice,2582_06-03-2015
1373,10-05-2015,curd,1373_10-05-2015
1366,25-10-2015,soda,1366_25-10-2015
3469,10-05-2015,white wine,3469_10-05-2015
4012,16-05-2015,processed cheese,4012_16-05-2015
2031,26-02-2015,napkins,2031_26-02-2015
2459,16-09-2015,bottled beer,2459_16-09-2015
4377,23-02-2015,fruit/vegetable juice,4377_23-02-2015
1534,13-08-2015,dental care,1534_13-08-2015
2051,23-07-2015,soda,2051_23-07-2015
3430,26-01-2015,rolls/buns,3430_26-01-2015
1567,13-03-2015,yogurt,1567_13-03-2015
2972,21-05-2015,other vegetables,2972_21-05-2015
1287,28-08-2015,margarine,1287_28-08-2015
4776,08-08-2015,herbs,4776_08-08-2015
2271,04-08-2015,yogurt,2271_04-08-2015
4657,15-08-2015,other vegetables,4657_15-08-2015
2344,14-04-2015,bottled water,2344_14-04-2015
1482,06-07-2015,shopping bags,1482_06-07-2015
1278,09-12-2015,ice cream,1278_09-12-2015
4831,13-11-2015,coffee,4831_13-11-2015
1819,11-11-2015,photo/film,1819_11-11-2015
2687,31-07-2015,long life bakery product,2687_31-07-2015
4468,24-03-2015,bottled beer,4468_24-03-2015
4760,02-04-2015,fruit/vegetable juice,4760_02-04-2015
2310,24-03-2015,candy,2310_24-03-2015
3924,07-02-2015,oil,3924_07-02-2015
3517,11-12-2015,brown bread,3517_11-12-2015
3164,30-09-2015,dessert,3164_30-09-2015
3245,17-05-2015,mayonnaise,3245_17-05-2015
2629,06-12-2015,light bulbs,2629_06-12-2015
1347,15-09-2015,ketchup,1347_15-09-2015
1216,25-08-2015,napkins,1216_25-08-2015
4636,10-04-2015,specialty chocolate,4636_10-04-2015
1197,22-11-2015,yogurt,1197_22-11-2015
1100,12-03-2015,butter,1100_12-03-2015
2054,15-12-2015,roll products ,2054_15-12-2015
3761,26-09-2015,rolls/buns,3761_26-09-2015
4947,14-09-2015,whole milk,4947_14-09-2015
1032,15-06-2015,cream cheese ,1032_15-06-2015
3353,14-08-2015,whole milk,3353_14-08-2015
4466,20-08-2015,whole milk,4466_20-08-2015
2081,22-01-2015,UHT-milk,2081_22-01-2015
1800,02-05-2015,whipped/sour cream,1800_02-05-2015
3414,23-10-2015,chewing gum,3414_23-10-2015
2799,12-08-2015,pickled vegetables,2799_12-08-2015
1634,03-12-2015,butter milk,1634_03-12-2015
3481,22-03-2015,soda,3481_22-03-2015
3691,24-08-2015,soda,3691_24-08-2015
2811,11-02-2015,pastry,2811_11-02-2015
2758,19-11-2015,soda,2758_19-11-2015
2872,19-09-2015,other vegetables,2872_19-09-2015
3339,08-10-2015,rolls/buns,3339_08-10-2015
3483,28-10-2015,shopping bags,3483_28-10-2015
3255,29-04-2015,ice cream,3255_29-04-2015
3462,15-11-2015,ham,3462_15-11-2015
1355,28-02-2015,yogurt,1355_28-02-2015
2952,25-11-2015,rolls/buns,2952_25-11-2015
2171,19-06-2015,pip fruit,2171_19-06-2015
2693,02-11-2015,specialty fat,2693_02-11-2015
1348,13-06-2015,bottled beer,1348_13-06-2015
1112,09-04-2015,newspapers,1112_09-04-2015
2058,24-02-2015,domestic eggs,2058_24-02-2015
2003,23-11-2015,other vegetables,2003_23-11-2015
2166,12-03-2015,whipped/sour cream,2166_12-03-2015
3113,18-06-2015,berries,3113_18-06-2015
2830,22-06-2015,frozen potato products,2830_22-06-2015
3582,17-06-2015,shopping bags,3582_17-06-2015
4572,19-08-2015,fruit/vegetable juice,4572_19-08-2015
1373,19-07-2015,whole milk,1373_19-07-2015
2513,06-11-2015,canned beer,2513_06-11-2015
3050,15-12-2015,zwieback,3050_15-12-2015
2563,03-08-2015,pip fruit,2563_03-08-2015
1055,25-05-2015,soda,1055_25-05-2015
1887,09-11-2015,root vegetables,1887_09-11-2015
2391,03-01-2015,whole milk,2391_03-01-2015
3347,24-04-2015,pastry,3347_24-04-2015
4873,03-09-2015,curd,4873_03-09-2015
1571,24-05-2015,frozen vegetables,1571_24-05-2015
3571,21-10-2015,yogurt,3571_21-10-2015
4348,11-04-2015,curd cheese,4348_11-04-2015
2400,06-02-2015,whole milk,2400_06-02-2015
2200,10-10-2015,fruit/vegetable juice,2200_10-10-2015
3973,02-09-2015,coffee,3973_02-09-2015
2695,04-07-2015,hamburger meat,2695_04-07-2015
3053,25-12-2015,curd,3053_25-12-2015
2964,11-08-2015,whole milk,2964_11-08-2015
2494,13-06-2015,rolls/buns,2494_13-06-2015
1603,07-09-2015,flour,1603_07-09-2015
1264,07-12-2015,soda,1264_07-12-2015
2809,10-04-2015,domestic eggs,2809_10-04-2015
3180,15-09-2015,baking powder,3180_15-09-2015
4539,09-03-2015,onions,4539_09-03-2015
2990,29-06-2015,pastry,2990_29-06-2015
1969,11-02-2015,waffles,1969_11-02-2015
1191,08-08-2015,other vegetables,1191_08-08-2015
2690,20-10-2015,UHT-milk,2690_20-10-2015
3803,20-10-2015,other vegetables,3803_20-10-2015
3999,19-04-2015,onions,3999_19-04-2015
3677,30-11-2015,soda,3677_30-11-2015
1168,11-02-2015,chocolate,1168_11-02-2015
1324,27-12-2015,curd,1324_27-12-2015
3829,10-07-2015,yogurt,3829_10-07-2015
2664,20-09-2015,pasta,2664_20-09-2015
3002,22-01-2015,newspapers,3002_22-01-2015
4305,23-06-2015,shopping bags,4305_23-06-2015
2633,14-02-2015,root vegetables,2633_14-02-2015
1120,14-01-2015,white bread,1120_14-01-2015
2870,25-02-2015,frozen meals,2870_25-02-2015
2977,16-11-2015,onions,2977_16-11-2015
2135,25-01-2015,butter,2135_25-01-2015
4460,12-07-2015,chewing gum,4460_12-07-2015
2961,21-07-2015,berries,2961_21-07-2015
2109,24-09-2015,salt,2109_24-09-2015
1023,28-06-2015,berries,1023_28-06-2015
2645,26-06-2015,rolls/buns,2645_26-06-2015
2910,04-12-2015,canned beer,2910_04-12-2015
3251,09-11-2015,whole milk,3251_09-11-2015
2309,29-12-2015,whole milk,2309_29-12-2015
2553,21-06-2015,specialty bar,2553_21-06-2015
4100,22-04-2015,whole milk,4100_22-04-2015
2580,17-11-2015,pip fruit,2580_17-11-2015
4628,10-12-2015,bottled beer,4628_10-12-2015
1073,08-06-2015,prosecco,1073_08-06-2015
1459,18-07-2015,chocolate marshmallow,1459_18-07-2015
3752,21-08-2015,sugar,3752_21-08-2015
4655,21-03-2015,other vegetables,4655_21-03-2015
2484,20-06-2015,rolls/buns,2484_20-06-2015
4990,15-03-2015,soda,4990_15-03-2015
2356,02-02-2015,yogurt,2356_02-02-2015
3476,21-04-2015,yogurt,3476_21-04-2015
4643,25-01-2015,bottled beer,4643_25-01-2015
3287,02-02-2015,vinegar,3287_02-02-2015
3468,14-11-2015,canned vegetables,3468_14-11-2015
2779,27-12-2015,root vegetables,2779_27-12-2015
3811,11-05-2015,bottled water,3811_11-05-2015
3122,13-10-2015,dessert,3122_13-10-2015
2874,22-01-2015,chicken,2874_22-01-2015
3148,28-03-2015,pot plants,3148_28-03-2015
4359,24-09-2015,onions,4359_24-09-2015
4510,26-03-2015,red/blush wine,4510_26-03-2015
3298,28-04-2015,chocolate,3298_28-04-2015
3285,12-07-2015,domestic eggs,3285_12-07-2015
4752,11-02-2015,frozen dessert,4752_11-02-2015
4741,25-02-2015,chewing gum,4741_25-02-2015
3557,24-05-2015,cling film/bags,3557_24-05-2015
4328,21-07-2015,curd,4328_21-07-2015
1052,06-07-2015,margarine,1052_06-07-2015
1719,17-09-2015,shopping bags,1719_17-09-2015
1360,05-02-2015,dishes,1360_05-02-2015
1299,03-06-2015,other vegetables,1299_03-06-2015
4260,16-11-2015,soda,4260_16-11-2015
1785,15-07-2015,canned beer,1785_15-07-2015
3835,06-01-2015,salty snack,3835_06-01-2015
1720,05-12-2015,butter,1720_05-12-2015
1872,05-04-2015,whole milk,1872_05-04-2015
1406,23-03-2015,sparkling wine,1406_23-03-2015
3560,29-09-2015,soda,3560_29-09-2015
4628,29-11-2015,berries,4628_29-11-2015
2692,09-10-2015,butter milk,2692_09-10-2015
4843,13-05-2015,whole milk,4843_13-05-2015
4395,25-06-2015,soda,4395_25-06-2015
1196,27-11-2015,bottled beer,1196_27-11-2015
1076,14-05-2015,bottled water,1076_14-05-2015
3519,28-01-2015,specialty bar,3519_28-01-2015
1335,18-10-2015,spread cheese,1335_18-10-2015
4988,29-10-2015,rolls/buns,4988_29-10-2015
4437,20-10-2015,canned beer,4437_20-10-2015
2262,04-10-2015,brandy,2262_04-10-2015
4320,07-01-2015,chocolate,4320_07-01-2015
1155,01-04-2015,yogurt,1155_01-04-2015
3101,17-12-2015,salt,3101_17-12-2015
2433,19-10-2015,grapes,2433_19-10-2015
2051,14-11-2015,coffee,2051_14-11-2015
3144,16-08-2015,margarine,3144_16-08-2015
2000,23-08-2015,rolls/buns,2000_23-08-2015
2427,26-06-2015,dessert,2427_26-06-2015
2916,13-06-2015,chocolate marshmallow,2916_13-06-2015
1609,17-12-2015,soda,1609_17-12-2015
2982,25-06-2015,ice cream,2982_25-06-2015
1804,30-11-2015,butter,1804_30-11-2015
4997,27-12-2015,grapes,4997_27-12-2015
2789,28-01-2015,soda,2789_28-01-2015
2512,23-04-2015,domestic eggs,2512_23-04-2015
2641,01-03-2015,fruit/vegetable juice,2641_01-03-2015
2102,10-05-2015,vinegar,2102_10-05-2015
2979,17-07-2015,long life bakery product,2979_17-07-2015
3685,04-03-2015,sweet spreads,3685_04-03-2015
2918,11-10-2015,pastry,2918_11-10-2015
4640,31-01-2015,shopping bags,4640_31-01-2015
1149,06-08-2015,yogurt,1149_06-08-2015
4608,05-01-2015,fruit/vegetable juice,4608_05-01-2015
3794,26-11-2015,butter,3794_26-11-2015
3014,04-11-2015,whipped/sour cream,3014_04-11-2015
2083,28-03-2015,bottled water,2083_28-03-2015
1656,13-08-2015,liquor (appetizer),1656_13-08-2015
1482,24-07-2015,frozen vegetables,1482_24-07-2015
3050,20-10-2015,rolls/buns,3050_20-10-2015
3882,23-04-2015,cling film/bags,3882_23-04-2015
2618,03-12-2015,fruit/vegetable juice,2618_03-12-2015
4888,13-02-2015,dishes,4888_13-02-2015
2523,12-01-2015,napkins,2523_12-01-2015
4633,14-04-2015,yogurt,4633_14-04-2015
2440,02-03-2015,root vegetables,2440_02-03-2015
2100,05-07-2015,coffee,2100_05-07-2015
3691,12-02-2015,candles,3691_12-02-2015
4499,06-05-2015,shopping bags,4499_06-05-2015
2370,28-08-2015,newspapers,2370_28-08-2015
3831,14-10-2015,rolls/buns,3831_14-10-2015
4744,28-10-2015,brown bread,4744_28-10-2015
4919,12-03-2015,curd,4919_12-03-2015
4876,21-02-2015,margarine,4876_21-02-2015
1296,20-08-2015,jam,1296_20-08-2015
4845,28-08-2015,brown bread,4845_28-08-2015
4606,13-03-2015,grapes,4606_13-03-2015
1438,26-02-2015,oil,1438_26-02-2015
2777,24-05-2015,Instant food products,2777_24-05-2015
4220,10-08-2015,bottled water,4220_10-08-2015
1943,07-01-2015,canned fruit,1943_07-01-2015
3535,01-09-2015,soda,3535_01-09-2015
2194,09-01-2015,napkins,2194_09-01-2015
2326,29-11-2015,chewing gum,2326_29-11-2015
4189,07-04-2015,long life bakery product,4189_07-04-2015
1023,06-01-2015,packaged fruit/vegetables,1023_06-01-2015
3886,01-04-2015,vinegar,3886_01-04-2015
1443,09-10-2015,flour,1443_09-10-2015
1395,26-06-2015,other vegetables,1395_26-06-2015
1291,14-01-2015,rolls/buns,1291_14-01-2015
1374,10-03-2015,whole milk,1374_10-03-2015
4015,20-02-2015,salt,4015_20-02-2015
3009,18-02-2015,detergent,3009_18-02-2015
2961,16-11-2015,oil,2961_16-11-2015
3260,08-07-2015,whole milk,3260_08-07-2015
1793,19-05-2015,ice cream,1793_19-05-2015
2985,05-01-2015,soda,2985_05-01-2015
1205,14-03-2015,chewing gum,1205_14-03-2015
1116,08-10-2015,beverages,1116_08-10-2015
1633,09-08-2015,pastry,1633_09-08-2015
3600,30-07-2015,bottled water,3600_30-07-2015
4740,10-07-2015,domestic eggs,4740_10-07-2015
2677,23-12-2015,soft cheese,2677_23-12-2015
1540,14-08-2015,yogurt,1540_14-08-2015
4323,26-03-2015,brown bread,4323_26-03-2015
4320,18-04-2015,canned beer,4320_18-04-2015
1363,16-06-2015,whole milk,1363_16-06-2015
1761,09-08-2015,shopping bags,1761_09-08-2015
1733,23-06-2015,pastry,1733_23-06-2015
1994,05-10-2015,fruit/vegetable juice,1994_05-10-2015
4300,04-04-2015,root vegetables,4300_04-04-2015
4298,25-07-2015,butter,4298_25-07-2015
1097,01-11-2015,curd,1097_01-11-2015
3766,07-05-2015,napkins,3766_07-05-2015
2348,28-02-2015,soda,2348_28-02-2015
4588,08-11-2015,bottled beer,4588_08-11-2015
3784,14-06-2015,pickled vegetables,3784_14-06-2015
2787,05-03-2015,bottled water,2787_05-03-2015
2056,24-11-2015,margarine,2056_24-11-2015
3986,25-07-2015,other vegetables,3986_25-07-2015
3861,07-07-2015,chocolate,3861_07-07-2015
1094,07-01-2015,root vegetables,1094_07-01-2015
4743,24-01-2015,UHT-milk,4743_24-01-2015
3543,02-06-2015,shopping bags,3543_02-06-2015
4914,14-03-2015,pastry,4914_14-03-2015
2004,21-08-2015,mustard,2004_21-08-2015
4171,03-06-2015,butter milk,4171_03-06-2015
3041,15-09-2015,frozen vegetables,3041_15-09-2015
1324,10-07-2015,rolls/buns,1324_10-07-2015
1524,06-08-2015,waffles,1524_06-08-2015
4260,30-05-2015,rolls/buns,4260_30-05-2015
1494,29-09-2015,bottled beer,1494_29-09-2015
2521,03-03-2015,roll products ,2521_03-03-2015
2225,28-04-2015,yogurt,2225_28-04-2015
3486,23-12-2015,spread cheese,3486_23-12-2015
1422,28-02-2015,whole milk,1422_28-02-2015
3082,20-02-2015,whole milk,3082_20-02-2015
1114,12-03-2015,shopping bags,1114_12-03-2015
4773,31-10-2015,other vegetables,4773_31-10-2015
1939,30-10-2015,newspapers,1939_30-10-2015
2723,03-11-2015,yogurt,2723_03-11-2015
1361,08-09-2015,mustard,1361_08-09-2015
2294,10-05-2015,rolls/buns,2294_10-05-2015
3915,05-03-2015,brown bread,3915_05-03-2015
3579,30-12-2015,oil,3579_30-12-2015
2051,20-04-2015,other vegetables,2051_20-04-2015
2113,07-09-2015,margarine,2113_07-09-2015
1909,31-08-2015,yogurt,1909_31-08-2015
2328,22-02-2015,brown bread,2328_22-02-2015
2948,19-06-2015,bottled water,2948_19-06-2015
3504,20-05-2015,processed cheese,3504_20-05-2015
3069,09-04-2015,whole milk,3069_09-04-2015
2142,19-05-2015,specialty bar,2142_19-05-2015
4411,17-04-2015,soda,4411_17-04-2015
1993,08-07-2015,pet care,1993_08-07-2015
4579,09-01-2015,cream cheese ,4579_09-01-2015
1177,14-10-2015,dessert,1177_14-10-2015
2499,24-04-2015,butter,2499_24-04-2015
4427,14-01-2015,spread cheese,4427_14-01-2015
2883,12-10-2015,newspapers,2883_12-10-2015
1242,04-12-2015,bottled water,1242_04-12-2015
3409,11-12-2015,canned beer,3409_11-12-2015
1307,22-06-2015,pastry,1307_22-06-2015
3507,10-11-2015,soda,3507_10-11-2015
2606,26-01-2015,liquor,2606_26-01-2015
3048,06-06-2015,butter,3048_06-06-2015
2007,23-11-2015,whole milk,2007_23-11-2015
3072,26-01-2015,salad dressing,3072_26-01-2015
3354,14-01-2015,pastry,3354_14-01-2015
3656,11-03-2015,other vegetables,3656_11-03-2015
4417,18-05-2015,pip fruit,4417_18-05-2015
3296,06-06-2015,yogurt,3296_06-06-2015
1323,30-04-2015,bottled beer,1323_30-04-2015
1754,17-09-2015,other vegetables,1754_17-09-2015
3872,03-11-2015,yogurt,3872_03-11-2015
3691,05-02-2015,baking powder,3691_05-02-2015
1218,29-12-2015,candles,1218_29-12-2015
1381,23-03-2015,chocolate,1381_23-03-2015
4550,02-03-2015,dog food,4550_02-03-2015
1377,06-02-2015,mayonnaise,1377_06-02-2015
4388,19-02-2015,red/blush wine,4388_19-02-2015
2157,14-07-2015,candy,2157_14-07-2015
3321,25-12-2015,fruit/vegetable juice,3321_25-12-2015
3205,11-12-2015,frozen vegetables,3205_11-12-2015
4444,22-07-2015,onions,4444_22-07-2015
2348,01-11-2015,pastry,2348_01-11-2015
4275,18-08-2015,pot plants,4275_18-08-2015
3664,04-05-2015,soda,3664_04-05-2015
1627,11-02-2015,canned beer,1627_11-02-2015
1641,27-05-2015,white bread,1641_27-05-2015
1461,21-12-2015,candy,1461_21-12-2015
4266,17-06-2015,bottled beer,4266_17-06-2015
2754,02-05-2015,curd,2754_02-05-2015
3117,30-09-2015,yogurt,3117_30-09-2015
1654,29-04-2015,frozen vegetables,1654_29-04-2015
1154,17-05-2015,canned beer,1154_17-05-2015
1333,22-09-2015,other vegetables,1333_22-09-2015
2188,28-07-2015,dishes,2188_28-07-2015
4679,16-05-2015,potato products,4679_16-05-2015
2495,28-07-2015,bottled beer,2495_28-07-2015
4117,10-12-2015,shopping bags,4117_10-12-2015
4035,12-01-2015,spices,4035_12-01-2015
1500,06-01-2015,canned fish,1500_06-01-2015
4357,13-04-2015,pip fruit,4357_13-04-2015
1199,21-11-2015,popcorn,1199_21-11-2015
4467,22-11-2015,candy,4467_22-11-2015
4220,21-11-2015,other vegetables,4220_21-11-2015
4376,16-07-2015,red/blush wine,4376_16-07-2015
4190,24-12-2015,margarine,4190_24-12-2015
4501,15-06-2015,soda,4501_15-06-2015
1454,22-10-2015,flour,1454_22-10-2015
3922,01-04-2015,whole milk,3922_01-04-2015
3586,02-05-2015,bottled water,3586_02-05-2015
2139,16-04-2015,frozen vegetables,2139_16-04-2015
2475,10-11-2015,butter milk,2475_10-11-2015
3419,05-12-2015,rolls/buns,3419_05-12-2015
2518,03-07-2015,curd,2518_03-07-2015
1690,03-03-2015,pastry,1690_03-03-2015
1281,02-06-2015,frozen vegetables,1281_02-06-2015
2176,04-02-2015,whipped/sour cream,2176_04-02-2015
2787,13-03-2015,frozen meals,2787_13-03-2015
3460,14-02-2015,salt,3460_14-02-2015
3224,19-01-2015,pastry,3224_19-01-2015
1540,26-11-2015,fruit/vegetable juice,1540_26-11-2015
3942,04-04-2015,soups,3942_04-04-2015
2939,03-08-2015,canned vegetables,2939_03-08-2015
3807,26-10-2015,canned beer,3807_26-10-2015
3380,16-05-2015,red/blush wine,3380_16-05-2015
1785,07-06-2015,curd,1785_07-06-2015
2625,06-03-2015,curd,2625_06-03-2015
1828,24-03-2015,soda,1828_24-03-2015
4225,08-05-2015,brown bread,4225_08-05-2015
1646,28-08-2015,whole milk,1646_28-08-2015
1412,16-11-2015,butter,1412_16-11-2015
1892,24-04-2015,canned beer,1892_24-04-2015
2535,10-11-2015,root vegetables,2535_10-11-2015
4107,15-11-2015,sweet spreads,4107_15-11-2015
1452,29-03-2015,curd,1452_29-03-2015
4853,17-09-2015,frozen vegetables,4853_17-09-2015
2196,23-08-2015,bottled water,2196_23-08-2015
1026,28-05-2015,canned beer,1026_28-05-2015
3879,03-12-2015,rolls/buns,3879_03-12-2015
4967,23-09-2015,napkins,4967_23-09-2015
3408,05-11-2015,root vegetables,3408_05-11-2015
3732,26-01-2015,other vegetables,3732_26-01-2015
1040,26-11-2015,packaged fruit/vegetables,1040_26-11-2015
2612,31-05-2015,red/blush wine,2612_31-05-2015
1137,26-09-2015,sugar,1137_26-09-2015
4223,15-06-2015,pastry,4223_15-06-2015
3832,17-07-2015,canned fish,3832_17-07-2015
2179,16-04-2015,cream cheese ,2179_16-04-2015
2604,12-02-2015,mayonnaise,2604_12-02-2015
2238,20-03-2015,pip fruit,2238_20-03-2015
2589,12-02-2015,rolls/buns,2589_12-02-2015
2402,06-09-2015,pastry,2402_06-09-2015
4130,06-11-2015,condensed milk,4130_06-11-2015
4841,17-12-2015,rolls/buns,4841_17-12-2015
1734,08-06-2015,rolls/buns,1734_08-06-2015
3748,27-03-2015,citrus fruit,3748_27-03-2015
1021,22-10-2015,tropical fruit,1021_22-10-2015
1104,04-01-2015,herbs,1104_04-01-2015
2613,09-01-2015,whipped/sour cream,2613_09-01-2015
4204,16-10-2015,rolls/buns,4204_16-10-2015
2022,22-07-2015,other vegetables,2022_22-07-2015
2242,05-06-2015,frozen vegetables,2242_05-06-2015
4352,20-07-2015,dessert,4352_20-07-2015
1945,05-02-2015,other vegetables,1945_05-02-2015
1427,26-11-2015,pip fruit,1427_26-11-2015
3709,08-09-2015,canned vegetables,3709_08-09-2015
1349,13-04-2015,domestic eggs,1349_13-04-2015
4691,08-01-2015,rolls/buns,4691_08-01-2015
1465,26-06-2015,shopping bags,1465_26-06-2015
